baseMean	log2FoldChange	lfcSE	pvalue	padj
Crebrf	369.266417296325	1.96008857868898	0.270920328105222	1.31940892685607e-14	7.11069687960187e-14
Tom1l2	419.830742595336	1.9611039052245	0.260849537666926	1.59232099111526e-15	9.1909570151544e-15
Elovl6	781.537360344266	1.96389022112827	0.185983522720534	1.43418806975251e-27	1.39380398909989e-26
Lbh	191.318406013598	1.96414971721757	0.33367847286728	1.06034808210099e-10	4.34045002900641e-10
Zswim8	252.365488477001	1.96459525723369	0.325230727796432	4.15327519061469e-11	1.75279344099727e-10
H2-Oa	337.850205691618	1.96705675977429	0.2568110295415	5.41191245348301e-16	3.18210348344234e-15
Cntrob	462.313577793869	1.96925276857225	0.233678638596226	1.05703991980107e-18	7.07360445667672e-18
Edaradd	95.776679172399	1.96977552149957	0.48861133905685	1.39982176388714e-06	3.95054711186072e-06
Snx30	1121.77468384178	1.97325567013943	0.169986992503684	1.20734713846896e-32	1.37643036894685e-31
Ttyh3	679.838291687445	1.97533510803453	0.176550898583851	1.49323410803884e-30	1.60606332345949e-29
Stk17b	1955.51772855294	1.97568975788852	0.131567987271597	1.92888870993732e-52	3.4713107890622e-51
Ccdc102a	107.223144431558	1.97774605333669	0.457217554134282	3.8597025381133e-07	1.14981029202205e-06
Slc2a3	871.652288187219	1.98106632909478	0.169909518282843	6.71027486608746e-33	7.72870286862051e-32
Inppl1	144.476792079573	1.98131125124605	0.421360903359624	6.61785442623959e-08	2.10859111310916e-07
Fryl	1197.18993878997	1.98258212645587	0.142399412746443	1.55689868499107e-45	2.47093306257323e-44
Dusp6	1599.1658706352	1.98550775187363	0.160885240116106	1.81001642063492e-36	2.33563962703697e-35
Bptf	540.670030489823	1.98602924556819	0.210499609609786	1.23210454357873e-22	1.00138303146665e-21
Nek2	1793.4790865481	1.98773392976207	0.132644719749293	3.14612705143319e-52	5.64175594739211e-51
Rbm33	657.882058774297	1.9888782901364	0.220093007850424	5.05164153828835e-21	3.79645364823788e-20
2310022B05Rik	320.608346643148	1.98915123788673	0.297826719730553	6.86105556271935e-13	3.30051159718786e-12
Rapgef1	890.235226029036	1.99013890434745	0.151652206653132	8.23416157858441e-41	1.18717997695241e-39
Plxnb2	1554.61082330333	1.99554791726325	0.40989944361604	2.92835644244577e-08	9.68240689861169e-08
Srebf2	4240.32951107972	1.99586452014018	0.0758457865007127	4.74470838034523e-154	3.04567968516683e-152
Unkl	98.5202058009142	1.99776174796523	0.492296436315867	1.24901844583363e-06	3.54281111655257e-06
Gnb4	286.166304806044	2.00061019542857	0.32066685816535	1.24081222095721e-11	5.46591459853284e-11
Zfp664	641.432429823642	2.00089460888804	0.252941501763716	7.82577142060597e-17	4.78278498343644e-16
Padi2	1860.72715641404	2.00242209731335	0.120512854159509	1.9126469584706e-63	4.14530237579929e-62
C920025E04Rik	111.379904654561	2.00274346973501	0.478835096807442	7.3025675109332e-07	2.11419923513889e-06
Fam83d	244.144964537601	2.0029472251758	0.32360256914222	1.69815295125299e-11	7.39904256062585e-11
Lrmp	4569.75008482998	2.00328183926481	0.0753067079602896	2.40723412414811e-157	1.56516809697836e-155
Ptprs	3948.79495109267	2.00395835528785	0.0910838596345751	1.02852387819845e-108	4.0332543363751e-107
Usp18	267.671153200777	2.00743946741298	0.287692135573009	8.84631576560087e-14	4.5301407665511e-13
Plxdc2	158.633923398898	2.01027071121457	2.19054030628694	0.011515975378943	0.0193107359540791
Gm26740	87.7318271025298	2.01027093712662	0.517824924135273	2.60284691396378e-06	7.18080788363727e-06
Med13l	1439.67123744938	2.01029729512921	0.13046242643637	5.11433473102662e-55	9.68839575550493e-54
Rnf44	1029.02495774588	2.01084353172533	0.149089503148563	6.53593556697749e-43	9.87543607856059e-42
Cd200r3	114.696013987385	2.01413385727182	0.440282600206951	1.23109658592755e-07	3.82459660695987e-07
Numa1	3904.88566758101	2.01433466978105	0.0814268511487956	1.57473652656559e-136	8.35273406038315e-135
Cpsf7	342.750541932543	2.01520056546709	0.251240749774411	3.27732335541631e-17	2.04893702083658e-16
Traf5	190.93315067386	2.01977034043038	0.345572863983143	1.41923661868465e-10	5.76736558189674e-10
Pard6g	364.03513163212	2.01992385197525	0.275769485935005	7.29108812408442e-15	3.99562730367171e-14
Plekhg5	252.212174183785	2.02005183321926	0.365377342042929	8.84470119065603e-10	3.32476309583855e-09
S1pr4	348.145769072946	2.02059554882261	0.252766257422193	4.10846538114721e-17	2.55744991421875e-16
S100a6	424.527542614596	2.02322785318999	0.24114137844647	1.55597141711375e-18	1.03097172529076e-17
Stat2	888.350325818255	2.02395072785863	0.200045535345936	1.56905102719222e-25	1.42715670144794e-24
Stxbp1	156.644134883307	2.02574985336083	0.374733688247865	1.76089039968613e-09	6.41585446422157e-09
Wasf2	2811.42235159747	2.02657896092713	0.0986653762821183	3.60980487820719e-95	1.22079240142859e-93
Taf4a	275.79851667219	2.03307400706599	0.351674604116297	2.08908901529002e-10	8.35469805400507e-10
5031425E22Rik	321.974627096192	2.0343363347611	0.272807251791119	2.76078365560694e-15	1.55697692676031e-14
Bin1	2760.21569705939	2.03444426998941	0.0879756210911754	1.01017849595235e-119	4.42633864443816e-118
Ephx1	103.122278148644	2.0353010196621	0.530525438702366	3.13054933888285e-06	8.55700467514548e-06
Abtb2	98.3200869488585	2.03571158020812	2.08615267107549	0.010234574602463	0.0173176700543355
Epsti1	803.8096571441	2.03656956426181	0.159421000161068	8.28564096081924e-39	1.12689189747822e-37
Rhbdf2	1422.08296948215	2.03731169315434	0.123773412719455	2.70419341125679e-62	5.77391127089956e-61
Tpm4	3721.33054979199	2.03938625104558	0.0839672727892039	1.04004281797241e-131	5.13801545074803e-130
Fam65b	2672.86435464874	2.04054544332384	0.0894109816649742	1.09121175918798e-116	4.62068576012456e-115
Gimap9	375.089271921492	2.04331111757253	0.242061050659122	1.03731928788264e-18	6.95086687718168e-18
Slc39a14	452.599253062144	2.04452996262581	0.252065758549929	1.63733616439903e-17	1.03649961462396e-16
Ralgds	389.220094788451	2.04885218268894	0.266523417806827	4.832810779627e-16	2.85158472114057e-15
Snhg5	166.735466649394	2.05398807852615	0.391657497497895	4.3109004791446e-09	1.52065995900662e-08
Cntrl	1134.7842643702	2.05406023147936	0.165406281547405	7.79113295500664e-37	1.0105410285786e-35
Apbb2	83.4696160232943	2.05544909776307	0.529209002633625	2.57896545816556e-06	7.11687127256093e-06
Slc30a4	196.074499396523	2.0585584836312	1.37168691705732	0.0038484465146403	0.00700589667170249
Cep164	658.108148209141	2.06375912015384	0.176135879070931	3.92853572592397e-33	4.55077966044388e-32
Plp2	274.41872646721	2.06471937456029	0.283452032843889	1.03908889323867e-14	5.64220790197162e-14
Vangl2	332.909619482149	2.06564404303427	0.374312135882992	9.68467827445295e-10	3.62160251020174e-09
Kdm6b	121.145593141996	2.06720867360784	0.431184970614422	4.36231726907102e-08	1.41680417137279e-07
Ctla2a	140.304434842155	2.07706141058682	0.393273755505182	3.58800059207616e-09	1.27458124663178e-08
Lmtk2	585.492329057722	2.07775562714855	0.224681746489308	8.25347199902879e-22	6.44794502373738e-21
Rfx3	137.430415876457	2.07915371670074	0.403826503597217	7.2714037218509e-09	2.51998647554379e-08
Ikzf1	2638.80227086762	2.08006148642834	0.0944722222216988	8.26314423448743e-109	3.27858140138442e-107
D630045J12Rik	173.280712333793	2.08554825157166	0.357127203354852	1.54646247672879e-10	6.2616507997078e-10
Tubb2a	220.162935809751	2.08821372631563	0.334887934196076	1.38023219563182e-11	6.04781742068587e-11
Rara	555.26014249001	2.09172590551792	0.195689692151122	4.41112561027053e-28	4.35836508826534e-27
Arl5c	928.037126223436	2.09271857014487	0.184994861035948	4.46677472780997e-31	4.85611172673882e-30
Vamp2	712.952225805509	2.09322002721924	0.216410398693774	1.47610861068855e-23	1.2396852148766e-22
Tnfaip3	578.454310891153	2.09429949955237	0.19956517027023	3.52699096202513e-27	3.37239230695344e-26
Btg1	2474.36565856492	2.10183844631588	0.0980004861066986	2.1373304573791e-103	7.89011587892548e-102
Tanc2	133.746487558023	2.10208758038313	0.403297600437957	5.27974665428688e-09	1.85140176694166e-08
Dopey2	209.062150929222	2.10214516574718	0.324629300998619	2.99802775209876e-12	1.3790106657075e-11
Emsy	535.284015612972	2.10230666745428	0.199514900274622	2.27302492775386e-27	2.19210959061276e-26
Itpr1	1008.22616488496	2.10745380498996	0.145528876149067	6.74397311393935e-49	1.13655118799801e-47
Acss1	1624.6170584211	2.10778986338317	0.118173904409848	1.61554751575971e-72	3.98080387868616e-71
Gphn	563.203063523394	2.10837935435021	0.212679481224902	1.40620816165479e-24	1.22487172455981e-23
Itgb7	3002.88140247583	2.10857419698634	0.0857024000633551	5.23493727542306e-135	2.73355947470018e-133
Fam64a	1187.46106403364	2.11273306892222	0.141391789656145	7.51781731731883e-52	1.34334331425424e-50
Ift81	68.2590454019485	2.11336602522284	0.71859174104424	7.93767751788946e-05	0.000184449882465506
Clcn5	455.88198094302	2.11343208218624	1.22639703764982	0.00225644539593268	0.00426840076478511
Prr5	1316.03686426692	2.11492867343481	0.167706774255741	7.69030312877801e-38	1.02381604929755e-36
Irf2bpl	282.526667065161	2.11518962371459	0.316070892477046	7.20786804881664e-13	3.46403882670358e-12
Lmbr1l	183.102700351843	2.12087534832725	0.355639569911167	7.63359535628657e-11	3.16329662831645e-10
Vegfc	99.2860752195212	2.12120058700142	0.552114402929295	3.05720625052299e-06	8.36333458001376e-06
Ccnd1	896.824636143913	2.12529597996498	0.155471668890069	6.64738575155479e-44	1.02906841173839e-42
Nfat5	106.07438402156	2.12576445145625	0.495995826275681	4.74661485196837e-07	1.40282652428555e-06
Mirt1	69.2720224021121	2.12712565051614	0.587797941032985	7.29470369433318e-06	1.9134831814547e-05
Wdr35	151.048012200274	2.13205165675128	0.406623236526104	4.57271211358208e-09	1.60963299618163e-08
Fam234b	865.550555978989	2.13418081308207	0.155960665076772	5.56352464241484e-44	8.6260309763472e-43
Ctss	2980.11117866065	2.13772525999089	0.0856181950801007	6.47765557572177e-139	3.47243685596404e-137
Slc12a7	448.946689367151	2.13928813890065	0.223349022004337	3.95830968964624e-23	3.28327942816912e-22
Adgrg1	9766.79929631731	2.14139611510761	0.0524505719580627	0	0
Elk4	778.079044083226	2.1414631039088	0.177921868722091	9.94996705052393e-35	1.21546385375976e-33
Pde5a	77.3760265823915	2.146790092118	0.581922101959099	5.56603757259988e-06	1.47850623765582e-05
Smarca4	6589.9632955104	2.14932273268368	0.0648598492246382	4.17774011810323e-242	4.6781405455827e-240
Adrb2	370.984541069679	2.15533198624194	0.849302623683347	0.000266743847970309	0.000574043241478705
Cd28	302.673730539472	2.15618074513138	0.30580848299221	6.31134637525904e-14	3.26183327024926e-13
Gigyf1	398.44782691345	2.16591042310153	0.238109283292302	3.82570699293735e-21	2.89455518579749e-20
Zfp831	73.4802473336403	2.16639409359874	2.05041914071216	0.00789685173526731	0.0136204812233483
Car2	1327.02123345112	2.16683111957436	0.129126199605101	1.63327499225421e-64	3.61761436745889e-63
Peak1	334.965303491016	2.16892996357862	0.315266828962337	2.13045004820032e-13	1.06290473196846e-12
Nav1	187.778416647172	2.17320529341802	0.374104564522983	2.0094836766121e-10	8.05231669697685e-10
Tet1	401.739986580353	2.17538195671961	0.226646465119856	3.45821717827396e-23	2.87557035665388e-22
Mei4	159.737171297608	2.17603716009567	0.365864600333775	8.86450021153036e-11	3.65384184588151e-10
Gpr171	2514.79185121705	2.18226927340451	0.0997359967561002	2.0452772504258e-107	7.86729165259205e-106
Mllt6	77.0203100433719	2.18950641209904	0.66094692797586	2.20496295465555e-05	5.50040016262838e-05
Nfkbie	1003.39510450685	2.19454304355707	0.1784217272269	4.32820642814203e-36	5.50058819455428e-35
Clec10a	613.275785930404	2.19939702318492	0.188577373556048	9.30562412047166e-33	1.06570545325129e-31
Thsd1	263.309556952892	2.20120411005625	0.329529024952021	8.66347149226659e-13	4.12425440241203e-12
Tle3	1274.73637909431	2.2016808483579	0.131570099187344	3.81617607147703e-64	8.37895913907309e-63
Peg13	460.7748437647	2.20940761441515	0.219146119228134	3.03589225424025e-25	2.72446323581774e-24
Coro2a	3462.56791317285	2.21061933598311	0.0804264512515608	1.40758461505423e-167	9.92002639896261e-166
Arhgap12	215.300637164942	2.21273813593405	0.379283303550029	1.80222801152463e-10	7.24774696733646e-10
Endou	113.773807028881	2.21275824890528	0.47990608052044	1.12435507439976e-07	3.50812707114574e-07
Slc15a3	83.4594611751212	2.21738082621038	2.11376636342934	0.00764447279839055	0.013210047472939
Sorbs1	85.7526465624835	2.21993427216127	0.565584046834376	2.20536785591369e-06	6.14478773898208e-06
Herc3	305.674354528333	2.21998410993343	0.35338284919289	1.18357145737569e-11	5.22700839063636e-11
Angptl2	202.064721483102	2.22003841796871	0.356091014677188	1.5973274934036e-11	6.96575788772024e-11
Ube2c	2971.86199496551	2.2203682114339	0.0880118053555471	1.09445721209465e-141	6.19659538398307e-140
Ktn1	592.964292075788	2.22402715685189	0.187534708415573	9.532504401879e-34	1.13021858073102e-32
Cttn	150.512249436778	2.22427828444896	0.407027910557806	1.48470445599883e-09	5.46089471078695e-09
Cenpe	935.774982967779	2.22477081018594	0.156573503894647	4.1752940924615e-47	6.87559050062533e-46
Tmc8	307.282332591435	2.22716536467853	0.285594234348244	2.5915622100021e-16	1.54542981966871e-15
Rfx2	109.255916747249	2.22907541596347	0.495996731803436	1.9372397350473e-07	5.90012150190592e-07
Blvrb	355.0056587763	2.23480198495364	0.243940002089563	2.33633569686142e-21	1.79326665292989e-20
Itsn1	447.176772741022	2.23545427352896	0.235042034173278	8.77292002104352e-23	7.17641947825297e-22
Lsm14b	116.190292369619	2.24287115440061	0.487389043792688	1.18864918309414e-07	3.69956963163148e-07
Zc3h12c	227.357524731471	2.24898824150282	0.311429184003226	2.08039107738202e-14	1.10639479038818e-13
Plbd1	153.105584651109	2.26026354084878	0.46163830012763	2.93838530549376e-08	9.70919577336594e-08
Rubcn	956.778197589782	2.26116614703635	0.161404699042169	7.51008691779797e-46	1.19757367021468e-44
H2-T24	164.731902572128	2.26158729722765	0.368881324005709	3.17184851303586e-11	1.35506101375055e-10
Vav2	836.808607916223	2.26163516628166	0.203246252889175	4.73717802445134e-30	5.00432705769609e-29
Ankrd13d	145.026262070196	2.26499104032534	0.404018570053324	6.99517620395434e-10	2.65327007088641e-09
Myo1e	166.85606902914	2.26652819422085	2.30071962282246	0.00819586250745558	0.0140807879901359
Phlda3	174.375863386577	2.26775858485885	0.359100341085565	1.01016696880936e-11	4.48281052913285e-11
Filip1l	248.108632492647	2.26940510181577	0.324992400592098	1.17067576591331e-13	5.94361227651101e-13
Arhgap32	361.982111591525	2.27147824050492	0.339410645523256	8.63175929280618e-13	4.11109972367205e-12
Lca5	156.998880863731	2.2731822420226	0.412436142127328	1.19312538967777e-09	4.4158346225386e-09
Plek	1959.75451666189	2.27355756402595	0.142547275473146	1.65202142368615e-58	3.32981438158181e-57
Hivep2	197.495268840502	2.27594384416696	1.62421116427831	0.0037622217029962	0.00685759998603648
Hmgn3	356.931655052075	2.2764289191465	0.256838998559891	3.69509123514097e-20	2.64858673312594e-19
Chd3	354.536200394186	2.2767029391996	0.31732443441704	3.01971062684502e-14	1.58585949439e-13
Prkcq	79.5874616675476	2.28685555834068	0.540265241361606	6.24171412996868e-07	1.82013874426575e-06
Kif14	173.014960040421	2.28762300142107	0.373268772707393	3.30156654183733e-11	1.40630547796435e-10
Derl3	86.2742888956373	2.28930816833823	0.543876264617544	6.90504177998911e-07	2.00313791188055e-06
Azin2	187.011357700635	2.29269498829231	0.337635229458935	4.55257905878528e-13	2.22183495178877e-12
Gprin3	100.382121131404	2.29464155177371	0.556613856775427	9.95235474424253e-07	2.84700059927551e-06
H2-Q4	80.4744511095846	2.30167304289338	0.540912043198662	5.69596490165893e-07	1.66726500955326e-06
Txnrd3	1224.75646390972	2.30191293678789	0.13756760000819	4.57193796301583e-64	1.00165197372334e-62
Nos1ap	242.928333945662	2.30369020230475	0.339324116350204	4.65253031809746e-13	2.26622525595873e-12
Camp	317.688969347663	2.3045951922493	0.26602101503257	2.23736273667401e-19	1.54757320934802e-18
Zc3h12d	72.4100293497023	2.30593177651386	0.569430406001997	1.34714554886461e-06	3.80721616417767e-06
Ccnd3	15040.8455229691	2.30620348420811	0.0441936365974755	0	0
Arhgap24	147.011090535628	2.30623687190348	0.441655886762982	5.80655918406628e-09	2.02907432236547e-08
Gadd45g	68.6944184065255	2.3076692051976	0.592372625190548	2.49904775165022e-06	6.90957564914428e-06
Rab19	75.41140492922	2.30808672868323	0.718072304849845	2.9901184261259e-05	7.34090462813564e-05
Ppm1l	378.776712448379	2.30817072412739	0.289108898611739	6.61793483343065e-17	4.06184818826517e-16
Dlg3	125.172152149933	2.30893068611222	0.494664140903939	9.01694895438696e-08	2.84066306853116e-07
Zdhhc8	686.174204239655	2.30917967690321	0.174453738376755	3.14295937214919e-41	4.59720530515523e-40
Ptp4a3	6938.80603647452	2.31134720014401	0.0605957510421355	0	0
Npc1	572.001690390429	2.31343277024838	0.19953896054899	2.49317332455171e-32	2.80113720901138e-31
Cnp	6343.11112342071	2.31389328339385	0.061332512601336	0	0
Rhoh	1673.37670995311	2.31845751043878	0.136227726725144	3.70300550087172e-66	8.34874484066782e-65
Irs2	786.492792247618	2.31869687609028	0.178001085211599	5.10290116699096e-40	7.17252970166456e-39
Prkcb	2605.38898067859	2.3202195703801	0.280303648534778	6.091584436994e-18	3.95051402548427e-17
Klf6	2255.52038607105	2.32375414146937	0.0995299084109312	9.59282033200135e-122	4.29673081359598e-120
Fam214a	330.156026704084	2.32445935054825	0.286122321570044	2.17031860451936e-17	1.37131478973957e-16
Pvrl4	92.9809296705323	2.32922438179221	0.590291587071021	2.05200855101929e-06	5.73174672316309e-06
Rgs3	99.5502244172832	2.33766533098846	0.508509406746764	1.26622629267279e-07	3.93130886554417e-07
Inpp4a	231.916163757504	2.34239541737836	0.351532333480146	1.13182577203198e-12	5.34014051055162e-12
Aspm	936.082419319885	2.34391566056203	0.166718672244813	4.21524941538495e-46	6.79700537731993e-45
Sgk1	870.940102543251	2.34651999640068	0.227513983696816	3.43987962772341e-26	3.20102556677715e-25
Cep250	729.88169890597	2.34693943057303	0.190612019749766	4.66353095063411e-36	5.91424379651405e-35
Rps13	116.976257159532	2.34980468461939	0.457095749286346	9.08983939227404e-09	3.12866808044186e-08
Cdkn2d	1385.64601822822	2.34993317885906	0.126334035920361	2.08824117346586e-78	5.68791744491594e-77
Zmiz1	3392.45577062967	2.35568528144517	0.08638247093592	6.59507056876703e-165	4.58380146151959e-163
Snx29	333.295550559647	2.35669927306395	0.256468240542687	2.13670706540862e-21	1.64505223874622e-20
Dip2c	68.0065994824158	2.36058798701782	0.60513375475416	2.45672139596659e-06	6.8018786342174e-06
Smap2	1281.59800975321	2.36126343592354	0.128348920428983	9.27846289650831e-77	2.46723876176809e-75
Fam53b	2679.30922800271	2.36494609104934	0.0945031590502425	2.2763321576953e-139	1.22678478530766e-137
Ttc28	133.69484692751	2.36816691583254	0.49240004376778	4.74345997816505e-08	1.53397310953494e-07
Pitpnm2	69.0398688098173	2.37067360623909	0.732173997281146	2.71214173377514e-05	6.6910561549537e-05
Mef2c	4698.3024994377	2.37615128117297	0.0708935039237738	1.95135151164499e-247	2.26042764762739e-245
Tmcc3	67.1577338241315	2.38354623352789	0.606603330820338	2.20079068783805e-06	6.13373024115927e-06
Zeb1	331.243728978738	2.3895407216629	0.268289012035565	2.89927182565878e-20	2.09004731466303e-19
Zcwpw1	216.873123864229	2.39040432562153	0.315414184588762	1.72621623579842e-15	9.91836215756923e-15
Rab33b	838.968833732575	2.39437133900369	0.169471567361763	1.68950773804476e-46	2.75070419774073e-45
Kcna3	736.394195685857	2.40179983368422	0.229688274027155	8.2812792600119e-27	7.83650069318309e-26
Foxp4	363.038286836345	2.40309643826908	0.254445516930966	2.06651911258115e-22	1.6607958226948e-21
Erg	483.466939888562	2.41347636044242	0.252417876369361	6.8410829532906e-23	5.62811706149083e-22
Mpeg1	7071.21935350156	2.41525850013427	0.079496614108077	7.18430908054936e-204	6.58213335579786e-202
Pim2	518.377058054357	2.42122707943865	0.232374346976038	1.25181431430791e-26	1.17904529528926e-25
2610035D17Rik	185.883406130096	2.42207314876379	0.37107684134859	3.0010986029919e-12	1.37979341792666e-11
Dyrk1b	202.217387649463	2.42424022094555	0.32379963019598	3.57448760381525e-15	2.00131589284723e-14
Stambpl1	1256.42440136539	2.42480161082674	0.139558647110918	9.23526250220997e-69	2.14949135097626e-67
Dgke	365.339676351669	2.42643821753421	0.275115338858361	6.54589787489906e-20	4.63594931716323e-19
Phf11b	135.597194628362	2.43026332549412	0.426289509357199	4.66300217119121e-10	1.8102363590626e-09
Mrgpre	225.677055319509	2.43081583189097	0.414152629263137	1.76839556609394e-10	7.11736841657137e-10
Evpl	264.191098963162	2.43394866131982	2.46053497838385	0.00713572205093708	0.0124139145225866
Mta3	1514.07434402902	2.43419291293117	0.137767177906565	5.32216779634003e-71	1.27403342165118e-69
Phc1	294.049354850968	2.44281073722308	0.270429940367575	9.82646105445837e-21	7.27100400197e-20
Ppfia4	1447.94419439438	2.44632429369118	0.141228405184403	2.38029716674168e-68	5.52733521806974e-67
Kat6b	198.463930163196	2.45762077230509	0.379185533519463	4.16357596078243e-12	1.89267111108549e-11
Plekho1	656.007761152624	2.45953312334102	0.191710612327266	7.83836963926244e-39	1.068945726989e-37
Cnn3	3100.61843928112	2.46840281619799	0.0852310811543891	1.61463838228138e-185	1.34482029889519e-183
Rpl10	113.282055246082	2.47091874766379	0.439271821730618	7.34265805335654e-10	2.78088342208671e-09
Chd2	424.538054503108	2.47727101191504	0.228254729294016	1.28915431379643e-28	1.29532374620543e-27
Fcer1a	530.550887727438	2.47862810055656	0.204380225648139	5.27588294204405e-35	6.49210601830524e-34
Cd22	459.148668921114	2.48604146446078	2.58986624672814	0.00723034211147201	0.0125503595934232
Gimap7	187.785883796256	2.48727042492386	2.39472805105581	0.00627496938521929	0.0110249549275174
Il1r1	266.399838866158	2.48839980151398	0.357302802504796	1.65976241939915e-13	8.34684913308616e-13
Egfl7	1072.16361400013	2.49454829923511	0.145149109692014	2.61217836024835e-67	5.95600305759794e-66
Slc18a1	98.8210674111092	2.49525109515411	0.486101868255073	1.02238525288855e-08	3.5058178219159e-08
Fbxl12	231.910200861062	2.49866288278823	0.311377928151311	5.83111296216501e-17	3.59865011835266e-16
Evl	582.951994938845	2.50245608982712	0.209629147357129	5.35800560523426e-34	6.39786498691361e-33
Ptger4	1291.96857275078	2.50245763722277	0.135358903171149	2.05125838742644e-77	5.52742834986195e-76
Mcoln2	254.023357529976	2.50263381384119	1.71632369766022	0.00274346435169906	0.00510404905601314
Sh3rf1	180.674352201932	2.50532717000493	0.36092737686213	1.97335631624992e-13	9.87952556143404e-13
Unc5a	90.7113978772754	2.5100465705089	0.509931127366373	2.92768474273723e-08	9.68240689861169e-08
Gm37125	84.2054042043805	2.51095539453918	0.517981696650579	4.19645649988282e-08	1.36601707383137e-07
Myo1c	2910.13344178792	2.51122396776412	0.0942853570210163	2.24958190362495e-157	1.47216145615144e-155
Mex3b	64.3979955916159	2.51281581764337	0.790767896942948	3.15051308327791e-05	7.71588599107529e-05
Ypel3	1134.79719067974	2.5152196941928	0.140602670747412	1.14336427257217e-72	2.85926182108744e-71
Abi3	114.332756861637	2.52291353561423	0.453561258196464	1.06974840735429e-09	3.9914566639454e-09
9930111J21Rik1	98.1193465067322	2.52438661091719	0.513894550432458	3.08951115832921e-08	1.01818487421981e-07
St3gal5	125.716245033668	2.52590967998749	0.494808399131464	1.19528603384923e-08	4.07927282395277e-08
Trim36	96.877337756183	2.52681865017793	0.541432559388083	9.82012151891121e-08	3.08338490715569e-07
Net1	1728.36017791088	2.52731238613701	0.132549696279616	3.84973879358397e-82	1.10220646482214e-80
Sema4b	924.658188365419	2.52782918536779	0.19000891895098	1.65462447328811e-41	2.43435115938651e-40
Bcl11a	2148.08413168103	2.53654307324529	0.10054713096925	1.68506697686576e-141	9.48720949321406e-140
Marcksl1	2695.79963870815	2.53780112356468	0.0975534106439994	2.86398750779118e-150	1.77075252168831e-148
Phf2	669.464400169818	2.54159430800979	0.179110879172005	8.16005709677234e-47	1.33718789302881e-45
Hdac9	328.610487934206	2.561685344548	0.938305459937133	0.000119460411458435	0.000270909546957269
H2-Q6	1508.24745903385	2.56296114365543	0.126221221606652	9.66862002502433e-93	3.15340946965033e-91
Smad7	477.864167411925	2.56446568665912	0.226424658208412	7.13276597085307e-31	7.72116170292773e-30
Cdkn1a	755.537617907637	2.57379018512653	0.175844138912424	1.30323631069115e-49	2.22988379272419e-48
Timp2	722.441649711317	2.58555424741797	0.172268279298782	5.1806751838897e-52	9.27368463645478e-51
Rhoq	299.904612227115	2.58985873709385	0.335315665051397	6.68011079909821e-16	3.91407887402975e-15
RP23-174K7.2	93.9999884673806	2.59064734209965	0.521691521593543	2.43006956512692e-08	8.09059830768058e-08
Ssh2	1702.05613979381	2.59296607898853	0.501225794464606	8.65609277906297e-09	2.98549291674868e-08
Hivep1	292.912502807079	2.60246179363134	0.291238145854436	2.67456974612041e-20	1.93359497140613e-19
Gm7694	330.006858709928	2.60959235066318	0.285175552061876	3.80972314201405e-21	2.88462733472709e-20
Pkp3	518.801941371429	2.61074581582759	0.201640801191497	1.90821639136005e-39	2.65621613150919e-38
8430408G22Rik	93.9897540071358	2.61142804514893	2.22189242052412	0.00442922112094681	0.00798384733623716
Art4	113.388953732955	2.61958058522013	0.528524124428052	2.56188912050873e-08	8.51821793351599e-08
Zfhx3	119.990226810404	2.62381665795276	0.432663093032602	6.20731996774793e-11	2.58288070334284e-10
Fbxo32	185.044232188455	2.62591339295664	0.497785469147012	5.17527694675826e-09	1.81666461405189e-08
Wdfy4	3304.57139584807	2.62790867375525	0.0979077222684777	9.65321736320896e-160	6.485674972428e-158
Rell1	1076.91973449677	2.6279321795936	0.167606510570227	1.74638330419367e-56	3.39769323159534e-55
Otud7b	358.177751831751	2.63128184101592	0.242942580118676	1.826908671139e-28	1.83199856594417e-27
Acsf2	309.237697648847	2.6336498054714	0.284092199810992	1.27436171824356e-21	9.88684941990657e-21
Il27ra	319.869780605096	2.63703050535808	0.301526049832526	1.47155529421647e-19	1.02632070969644e-18
Snhg1	182.392337076827	2.63822583726774	0.34327035810127	9.1735370966207e-16	5.35636772072674e-15
Atp2b4	448.802130499576	2.63891279387544	0.223675180111639	3.08520148778507e-33	3.59037651199745e-32
Map3k14	176.174132680205	2.63980342279936	0.35000900871476	2.74195688123224e-15	1.54722516512086e-14
Cyb561a3	4023.27887466698	2.64147424734129	0.0932027617389342	9.66320704847422e-178	7.54928687089327e-176
9030619P08Rik	240.450437011556	2.64349147606238	0.335036299236271	1.86131252064619e-16	1.11923076271314e-15
Fcna	184.872128594519	2.64354075291842	0.365641197420268	2.76217477558898e-14	1.45515929892241e-13
Utrn	485.173605428211	2.64433040285016	0.214079320704315	3.72844227917664e-36	4.75635965690407e-35
5031414D18Rik	445.226422976248	2.64687846517153	0.231401712365328	2.05473785346997e-31	2.25328053180309e-30
Chd6	492.979977734445	2.65525902233955	0.232000970872762	1.91071762753448e-31	2.09762660678567e-30
Myof	89.9028899269794	2.65793568380475	0.691984033520021	3.04763182420428e-06	8.34132041991149e-06
Itpr2	508.488086582911	2.66772726928097	0.215273574989982	2.28098136165997e-36	2.93210843913383e-35
Hdac7	1597.24931448115	2.67195646617945	0.117129848033828	3.11066838071637e-116	1.31168685945019e-114
Plcg1	1139.00436751485	2.67232899521602	0.145074555861537	7.82793956154984e-77	2.09257227854905e-75
