	MPP3_Ebf1_KO1	MPP3_Ebf1_KO2	MPP3_Ebf1_KO3	MPP3_Ebf1_KO4	MPP3_Ebf1_WT1	MPP3_Ebf1_WT2	MPP3_Ebf1_WT3	MPP3_Ebf1_WT4
ENSMUSG00000002320.15	3067	2459	3707	3861	3098	2640	3205	3238
ENSMUSG00000002324.7	803	657	1098	1313	876	918	1170	1000
ENSMUSG00000002325.14	3887	2989	5220	4294	3277	2440	3462	3242
ENSMUSG00000002326.5	3483	2895	3976	4029	3345	2255	3194	3108
ENSMUSG00000002329.6	2166	1769	2646	2766	2064	1703	2152	2296
ENSMUSG00000002332.15	2513	2290	2760	2708	2219	1399	2428	2708
ENSMUSG00000002341.8	0	0	0	0	0	0	0	0
ENSMUSG00000002342.17	1579	1785	1964	2445	2366	1487	1703	2105
ENSMUSG00000002343.11	319	331	574	634	664	467	462	468
ENSMUSG00000002345.17	1249	909	1291	1334	1297	858	1394	1363
ENSMUSG00000002346.16	204	135	285	359	400	382	259	166
ENSMUSG00000002365.9	1444	1021	1364	972	370	483	945	1240
ENSMUSG00000002372.8	5438	4054	6392	6797	5666	4038	6035	6071
ENSMUSG00000002379.6	3916	3406	4019	4497	3550	2574	3788	4039
ENSMUSG00000002384.2	0	0	0	0	0	0	0	1
ENSMUSG00000002393.14	94	97	59	69	32	54	39	109
ENSMUSG00000002395.14	5581	4453	6007	5887	4487	3199	6338	5372
ENSMUSG00000002396.8	322	356	513	495	502	247	401	305
ENSMUSG00000002409.18	190	164	153	276	269	252	237	303
ENSMUSG00000002413.15	1573	1041	1721	1833	1412	959	1779	2044
ENSMUSG00000002416.13	1964	1347	1561	1594	1536	979	2002	1680
ENSMUSG00000002428.12	2762	1767	2498	2810	2253	1695	2945	2747
ENSMUSG00000002455.14	3945	3685	3883	4936	4310	2967	6002	5208
ENSMUSG00000002458.13	7602	6111	7657	8043	6626	5031	8143	7352
ENSMUSG00000002459.17	0	0	0	0	0	0	0	0
ENSMUSG00000002475.15	0	0	8	0	0	0	17	0
ENSMUSG00000002477.4	7270	5954	6642	7035	5953	4884	7660	7087
ENSMUSG00000002486.15	664	333	694	532	482	387	450	523
ENSMUSG00000002489.15	593	335	656	868	754	745	734	790
ENSMUSG00000002496.9	1264	1276	1512	1924	1842	1600	1369	1803
ENSMUSG00000002500.15	21	9	18	18	18	2	47	13
ENSMUSG00000002504.14	587	652	627	694	755	471	872	721
ENSMUSG00000002524.15	15674	13236	17974	18735	15564	11980	18960	17922
ENSMUSG00000002546.16	1224	1400	1583	1896	1792	1337	1391	1990
ENSMUSG00000002550.16	3533	3477	3416	4176	3379	2233	4012	3909
ENSMUSG00000002565.16	49	95	295	296	237	139	347	250
ENSMUSG00000002578.15	29	26	3	18	33	34	36	44
ENSMUSG00000002580.7	988	908	1071	1335	1024	793	1194	987
ENSMUSG00000002588.12	0	0	0	0	0	0	0	0
ENSMUSG00000002602.16	464	346	254	213	338	174	406	303
ENSMUSG00000002603.15	1204	704	997	687	390	656	1135	1130
ENSMUSG00000002608.8	2212	1510	2077	2285	2801	2009	2833	2641
ENSMUSG00000002617.14	571	376	577	672	448	290	647	624
ENSMUSG00000002625.9	2242	1416	2319	2528	2285	2130	2973	2428
ENSMUSG00000002633.4	0	0	0	0	0	0	0	0
ENSMUSG00000002635.11	1232	1125	1544	1872	1423	1076	1823	1440
ENSMUSG00000002658.9	4806	4359	5400	6075	4674	3175	5805	5265
ENSMUSG00000002660.7	3910	3566	4729	4904	3870	2632	4694	4704
ENSMUSG00000002661.14	1124	915	1202	1129	1065	792	1090	1201
ENSMUSG00000002664.2	6	48	14	38	17	5	20	9
ENSMUSG00000002668.7	2157	1429	2083	1950	1709	1345	2099	1897
ENSMUSG00000002679.14	1198	911	1261	1344	821	799	1323	1173
ENSMUSG00000002688.7	0	0	0	0	0	0	18	0
ENSMUSG00000002699.13	6143	4403	5569	5759	5134	3599	7026	6654
ENSMUSG00000002718.14	7167	6198	8343	8221	7271	5532	9037	7789
ENSMUSG00000002728.14	3905	3398	3473	3799	2861	2235	3760	3701
ENSMUSG00000002731.6	1911	1443	1848	1674	1474	1089	1754	1672
ENSMUSG00000002732.14	329	251	278	299	232	157	332	258
ENSMUSG00000002733.8	203	120	195	252	154	165	328	239
ENSMUSG00000002741.9	3205	2633	2670	3178	3019	1839	2947	3022
ENSMUSG00000002748.7	3150	2309	2661	3873	3136	2190	3545	3355
ENSMUSG00000002763.16	1045	977	968	647	555	496	740	1007
ENSMUSG00000002767.13	4440	3804	4625	4556	4119	2715	4738	4937
ENSMUSG00000002768.7	2111	2251	2793	3059	2477	1582	2965	2650
ENSMUSG00000002769.8	6	4	13	21	0	8	14	1
ENSMUSG00000002771.11	27	2	22	41	22	15	2	36
ENSMUSG00000002778.13	3070	2536	3101	3056	3299	2359	3507	3388
ENSMUSG00000002781.18	877	528	906	922	943	631	708	891
ENSMUSG00000002791.16	4	0	10	13	3	24	0	45
ENSMUSG00000002797.9	488	503	574	584	521	429	578	661
ENSMUSG00000002799.5	172	148	152	78	231	134	203	271
ENSMUSG00000002803.13	529	611	577	678	766	592	794	649
ENSMUSG00000002804.3	1783	1723	1883	2019	1940	1210	2042	2107
ENSMUSG00000002808.6	76	122	175	247	228	242	175	130
ENSMUSG00000002812.4	3459	3253	3904	4049	4588	3166	3907	4749
ENSMUSG00000002814.15	1508	1380	1670	1849	1720	1202	2230	2249
ENSMUSG00000002820.5	1176	753	935	1394	1226	759	1098	1168
ENSMUSG00000002825.6	2091	1652	2657	2907	1910	1527	2297	2198
ENSMUSG00000002831.13	0	2	2	0	7	0	0	0
ENSMUSG00000002833.10	2537	2213	2674	2779	2896	2732	3171	3240
ENSMUSG00000002835.8	2556	2108	2719	3154	3217	2476	2820	3682
ENSMUSG00000002844.8	3988	3494	4327	4668	4090	2874	4775	4144
ENSMUSG00000002845.14	1096	1014	1750	1598	1222	907	1083	1007
ENSMUSG00000002846.9	536	215	450	517	491	469	453	498
ENSMUSG00000002847.6	11	4	10	9	7	10	5	10
ENSMUSG00000002870.8	15641	14177	17613	18094	17108	12221	17580	19914
ENSMUSG00000002871.14	2288	1986	2383	2673	2208	1718	2317	2336
ENSMUSG00000002881.14	824	587	585	696	638	515	710	714
ENSMUSG00000002885.14	169	244	257	280	212	255	224	251
ENSMUSG00000002897.5	8283	6950	8621	8492	10371	7237	10270	9994
ENSMUSG00000002900.15	10	5	6	1	6	0	2	6
ENSMUSG00000002908.15	13	45	31	38	11	0	21	26
ENSMUSG00000002910.10	474	374	812	559	599	375	784	612
ENSMUSG00000002930.6	0	0	0	0	0	0	0	0
ENSMUSG00000002944.15	2	11	15	0	14	15	0	10
ENSMUSG00000002948.19	1000	854	1014	1216	1212	977	1166	998
ENSMUSG00000002949.15	3858	2789	3971	3977	3430	2212	4654	4097
ENSMUSG00000002957.11	2190	1724	2163	2048	2456	1835	2271	2107
ENSMUSG00000002963.17	2323	2355	3106	3012	2334	1614	2310	3083
ENSMUSG00000002968.8	1617	1867	1570	1726	2742	2025	1773	2614
ENSMUSG00000002980.14	161	99	30	40	88	67	71	49
ENSMUSG00000002981.10	5854	5271	5693	5663	3831	4055	5298	6524
ENSMUSG00000002983.17	161	151	193	216	288	210	345	293
ENSMUSG00000002984.17	6147	5996	6679	7200	6664	5146	7106	7633
ENSMUSG00000002985.16	13308	15496	18273	21047	10269	9217	10599	12662
ENSMUSG00000002992.17	0	0	0	0	0	0	0	0
ENSMUSG00000002996.17	8888	7293	8752	7555	6191	5081	9211	8157
ENSMUSG00000002997.15	3072	2620	2868	2213	604	1447	2749	3343
ENSMUSG00000003031.14	609	284	775	535	415	314	652	676
ENSMUSG00000003032.8	25	23	290	88	31	30	235	155
ENSMUSG00000003033.14	7911	6706	8998	10334	8591	5884	9070	8715
ENSMUSG00000003037.16	10254	8880	11766	12472	9764	6537	12886	11448
ENSMUSG00000003038.15	67226	48664	62480	64202	53592	36957	68564	65603
ENSMUSG00000003039.8	8163	6938	8780	9782	7067	5859	10042	8333
ENSMUSG00000003051.13	0	0	0	0	0	0	0	0
ENSMUSG00000003053.17	0	0	0	0	0	0	0	0
ENSMUSG00000003062.12	1175	1089	1112	1531	1272	932	1105	1146
ENSMUSG00000003068.15	6732	5905	7792	6179	3653	5064	6958	8425
ENSMUSG00000003070.6	0	20	0	3	0	5	1	5
ENSMUSG00000003072.15	10648	9329	11371	11788	10438	6987	11978	11772
ENSMUSG00000003099.11	7016	6455	7460	7513	7022	5273	7612	6871
ENSMUSG00000003119.14	1824	1042	1433	1347	1025	1033	1728	1304
ENSMUSG00000003123.15	877	745	1110	1016	1007	705	981	775
ENSMUSG00000003131.6	5339	4627	2400	5281	4283	3597	5421	5463
ENSMUSG00000003134.10	688	524	471	603	643	438	666	554
ENSMUSG00000003135.15	1204	846	917	478	218	376	724	1146
ENSMUSG00000003153.10	2693	2575	2927	3120	3223	2246	3512	3187
ENSMUSG00000003154.15	283	150	140	171	142	187	278	258
ENSMUSG00000003161.15	9482	7528	9484	10394	8324	6098	10249	9746
ENSMUSG00000003166.19	1693	1386	1769	2160	2172	1685	2123	2253
ENSMUSG00000003184.15	4052	3511	4673	5248	4950	3370	4698	4401
ENSMUSG00000003190.12	2552	2110	2885	3016	2515	1845	2785	2957
ENSMUSG00000003198.9	773	754	684	820	678	483	1074	699
ENSMUSG00000003199.16	1564	1293	1427	579	203	290	643	1217
ENSMUSG00000003200.9	4775	3907	5370	5470	5795	3974	5507	5466
ENSMUSG00000003206.6	1721	2037	1875	1761	1404	1229	1804	1880
ENSMUSG00000003208.8	1465	1353	1999	2034	1464	1179	2250	1761
ENSMUSG00000003226.6	1487	1013	1364	1964	1492	982	1601	1726
ENSMUSG00000003227.4	44	69	43	17	46	5	1	14
ENSMUSG00000003228.8	12	49	11	18	64	38	72	51
ENSMUSG00000003233.11	714	511	833	804	589	445	818	725
ENSMUSG00000003234.15	2717	2615	3370	4040	3103	2286	3290	3470
ENSMUSG00000003235.12	4513	4568	5033	4577	1674	2923	4600	6028
ENSMUSG00000003269.15	2572	2026	3074	3337	1980	1588	3082	2748
ENSMUSG00000003271.16	111	129	130	114	97	99	111	170
ENSMUSG00000003273.13	21	19	5	2	8	35	8	13
ENSMUSG00000003279.16	8	1	0	0	1	0	4	0
ENSMUSG00000003282.9	104	43	38	66	65	71	73	72
ENSMUSG00000003283.13	118	269	293	245	159	123	121	158
ENSMUSG00000003299.9	4183	3678	4567	4620	4602	2900	4085	5168
ENSMUSG00000003308.14	2896	2939	3342	3636	2731	2210	3176	3320
ENSMUSG00000003309.13	29	57	33	20	18	24	23	37
ENSMUSG00000003316.14	4996	4250	4782	4596	2465	2259	4430	4739
ENSMUSG00000003341.8	0	0	0	0	0	0	0	0
ENSMUSG00000003344.14	756	636	639	380	383	250	507	793
ENSMUSG00000003345.15	705	949	988	1184	821	614	1225	978
ENSMUSG00000003346.14	585	460	485	388	201	187	316	336
ENSMUSG00000003348.9	4210	3789	4728	5042	4593	3035	5322	4999
ENSMUSG00000003352.13	0	0	0	0	0	0	0	0
ENSMUSG00000003354.5	0	0	0	0	0	0	21	25
ENSMUSG00000003355.6	715	644	926	1029	668	537	443	705
ENSMUSG00000003360.14	355	172	445	516	375	325	420	274
ENSMUSG00000003363.15	1482	1555	1682	1840	1571	1108	1619	1357
ENSMUSG00000003378.9	127	122	95	85	52	47	49	86
ENSMUSG00000003379.7	1	9	25	13	85	88	123	69
ENSMUSG00000003380.11	5179	4624	5689	5562	5072	3289	5223	5207
ENSMUSG00000003382.18	881	833	1040	917	1186	729	1205	1078
ENSMUSG00000003402.13	4565	4100	5273	5301	5262	3535	4987	4961
ENSMUSG00000003410.7	0	0	0	1	3	2	0	0
ENSMUSG00000003411.10	9	0	1	0	0	0	0	0
ENSMUSG00000003418.11	35	47	135	120	76	126	62	152
ENSMUSG00000003420.7	1309	969	1000	1062	780	562	1202	993
ENSMUSG00000003421.12	5297	4410	6305	5938	5098	3354	6017	5179
ENSMUSG00000003423.14	3415	3174	3888	4548	3644	2605	4254	4022
ENSMUSG00000003429.10	39634	34366	39793	39802	32540	24181	42217	42502
ENSMUSG00000003435.9	5343	4777	5838	5706	6711	4603	6261	5736
ENSMUSG00000003436.11	0	0	0	0	0	4	0	0
ENSMUSG00000003437.14	4521	3521	4833	5628	4428	2834	5021	4391
ENSMUSG00000003438.17	6703	6416	7384	7561	5516	4149	6611	6877
ENSMUSG00000003444.8	835	848	1023	1175	855	647	1009	908
ENSMUSG00000003452.15	1037	498	646	991	820	500	1265	1046
ENSMUSG00000003458.12	5400	4476	5856	6079	5349	3301	6433	5864
ENSMUSG00000003464.13	4104	3368	4682	4933	4134	3134	4643	4641
ENSMUSG00000003469.9	19	0	6	0	0	17	23	30
ENSMUSG00000003476.15	0	0	0	0	0	0	0	0
ENSMUSG00000003477.5	0	0	0	0	0	0	0	0
ENSMUSG00000003484.4	85	175	226	232	162	38	89	128
ENSMUSG00000003500.13	2912	2440	2761	2635	5021	3665	2708	3600
ENSMUSG00000003505.15	0	0	0	0	0	0	0	0
ENSMUSG00000003518.13	389	272	396	397	317	239	352	364
ENSMUSG00000003526.11	2993	3150	4296	4273	3565	1964	3582	3512
ENSMUSG00000003527.8	2398	1969	2489	2503	2108	1740	2843	2657
ENSMUSG00000003528.14	4604	3982	4520	3818	3803	3348	4765	5173
ENSMUSG00000003531.14	1866	1766	2420	2165	1734	1155	2174	2191
ENSMUSG00000003534.17	0	0	0	10	1	0	0	0
ENSMUSG00000003541.6	1536	830	2073	890	575	660	3240	2535
ENSMUSG00000003545.3	429	19	1259	268	192	236	2246	764
ENSMUSG00000003546.9	1281	1011	1609	1521	1337	766	1404	1101
ENSMUSG00000003549.9	1593	1277	1598	2165	1322	948	1512	1534
ENSMUSG00000003555.7	0	0	0	0	0	0	0	0
ENSMUSG00000003559.7	4603	4189	4433	5448	4296	3087	5013	4574
ENSMUSG00000003573.15	1559	1227	1710	1317	1031	1067	1891	1754
ENSMUSG00000003575.13	1058	876	1121	1144	1523	1270	1217	1141
ENSMUSG00000003581.14	500	282	403	229	87	220	335	303
ENSMUSG00000003585.13	59	40	50	73	34	72	52	39
ENSMUSG00000003604.14	135	57	99	154	18	101	103	28
ENSMUSG00000003617.16	0	9	17	34	15	4	0	0
ENSMUSG00000003623.4	4631	3151	4469	5142	4033	3555	5758	4901
ENSMUSG00000003644.17	8027	8075	9914	10642	8326	5675	9435	9841
ENSMUSG00000003657.8	0	0	0	0	0	0	0	0
ENSMUSG00000003660.10	3443	3718	4447	4488	4890	3184	4372	4653
ENSMUSG00000003662.10	2581	2346	2744	3359	2508	1837	3350	3054
ENSMUSG00000003665.6	0	0	0	0	0	0	0	0
ENSMUSG00000003680.15	3070	2882	3893	4333	3301	2650	4222	3836
ENSMUSG00000003721.14	1260	941	1268	1563	1172	718	1206	1060
ENSMUSG00000003731.13	565	527	747	826	884	681	675	896
ENSMUSG00000003746.15	4044	3637	3360	2747	1519	2011	3941	4037
ENSMUSG00000003752.9	32	62	33	44	21	13	8	48
ENSMUSG00000003762.13	749	543	931	1020	1042	682	819	627
ENSMUSG00000003778.14	8200	5718	7422	7976	7395	5521	9299	8134
ENSMUSG00000003779.15	3878	3132	3758	4349	4561	2457	4141	4860
ENSMUSG00000003808.18	9534	8916	10965	11242	10204	6837	9959	11032
ENSMUSG00000003809.14	1440	1227	1855	2071	1643	1092	2053	1631
ENSMUSG00000003810.12	391	311	461	491	391	427	339	397
ENSMUSG00000003812.13	1391	1020	1419	1152	1034	922	1327	1197
ENSMUSG00000003813.15	3522	2774	3631	4203	3705	2633	4175	4081
ENSMUSG00000003814.8	40546	38181	53850	55513	35513	26999	38788	46635
ENSMUSG00000003824.12	6935	5579	6121	6436	5030	3905	6836	6620
ENSMUSG00000003847.16	930	176	445	685	487	449	962	611
ENSMUSG00000003848.14	5470	5100	6632	6736	5948	3723	6897	5985
ENSMUSG00000003849.8	269	247	282	362	409	276	371	416
ENSMUSG00000003863.17	0	5	15	2	0	0	0	0
ENSMUSG00000003865.15	902	964	1179	1273	1098	793	1035	1002
ENSMUSG00000003868.13	10697	11526	13096	13866	10646	7646	12092	13027
ENSMUSG00000003872.8	0	4	0	0	0	0	0	0
ENSMUSG00000003873.10	3829	3533	4390	4936	3593	2507	3887	4068
ENSMUSG00000003882.4	67	80	65	147	29	52	147	160
ENSMUSG00000003923.14	2747	2068	2190	2663	2333	1961	2836	2912
ENSMUSG00000003929.10	861	502	826	875	873	603	1289	1024
ENSMUSG00000003934.5	14	9	0	5	16	0	0	0
ENSMUSG00000003948.16	1096	832	1014	957	617	503	1189	1211
ENSMUSG00000003949.16	4407	2678	3780	4234	5326	3837	6262	5061
ENSMUSG00000003955.7	3093	2733	3064	2992	2940	2159	3170	3291
ENSMUSG00000003970.8	33564	28604	33520	35446	29681	19924	33932	35227
ENSMUSG00000003974.6	0	0	0	0	0	0	0	0
ENSMUSG00000003992.14	7493	5629	8333	8945	7134	5453	10289	8570
ENSMUSG00000004018.9	1312	949	1219	1105	928	915	1497	1474
ENSMUSG00000004031.13	0	0	0	0	0	0	0	0
ENSMUSG00000004032.10	1525	1016	898	1158	888	749	944	928
ENSMUSG00000004035.12	748	490	656	639	446	369	563	476
ENSMUSG00000004038.9	0	0	0	0	0	0	0	0
ENSMUSG00000004040.16	14007	11463	13612	16558	14022	10260	16261	14856
ENSMUSG00000004043.14	4193	3416	4558	4827	5042	3596	4902	5353
ENSMUSG00000004044.9	3491	2514	2540	3307	3578	2715	3313	3171
ENSMUSG00000004054.8	2321	1924	1935	2055	3951	2845	2249	2539
ENSMUSG00000004056.15	4593	3862	4476	4290	5764	3906	4829	5111
ENSMUSG00000004069.16	4943	3771	4355	4625	4404	3194	4708	4428
ENSMUSG00000004070.15	5585	4582	5695	5831	5070	3373	6292	5943
ENSMUSG00000004071.12	1755	1139	1191	1521	1267	920	1768	1450
ENSMUSG00000004085.14	2582	2079	2575	3074	2606	1597	2855	2808
ENSMUSG00000004096.8	4141	3555	4409	4567	3497	2606	4549	4385
ENSMUSG00000004098.7	0	14	0	0	5	0	0	0
ENSMUSG00000004099.15	12960	10488	12056	12521	14312	9583	13606	14478
ENSMUSG00000004100.11	5690	5480	6864	7227	5984	4581	6985	6534
ENSMUSG00000004105.8	156	157	188	229	257	146	154	298
ENSMUSG00000004110.14	0	0	0	12	7	5	1	10
ENSMUSG00000004113.18	18	0	21	2	0	0	0	0
ENSMUSG00000004127.12	862	566	690	813	654	508	756	775
ENSMUSG00000004151.16	21	7	43	52	32	35	61	34
ENSMUSG00000004187.10	0	42	8	11	31	0	18	29
ENSMUSG00000004207.14	27194	24836	29071	29752	24396	15888	27964	27982
ENSMUSG00000004221.16	2915	2006	2362	2677	2727	1840	2813	2479
ENSMUSG00000004231.15	0	0	0	0	0	0	0	0
ENSMUSG00000004233.14	745	589	911	944	906	609	1054	899
ENSMUSG00000004263.15	84	67	106	103	113	95	84	99
ENSMUSG00000004264.17	12303	10604	12387	13070	11218	8107	13846	12753
ENSMUSG00000004266.15	10982	9719	12461	14393	12343	8457	14966	13364
ENSMUSG00000004267.16	45	12	27	18	16	10	16	27
ENSMUSG00000004268.11	8896	7412	8564	9167	7373	5153	9007	8613
ENSMUSG00000004270.13	3960	3431	4207	4192	4077	2691	4428	4333
ENSMUSG00000004285.12	6723	5873	7000	7128	5604	4430	6963	6739
ENSMUSG00000004296.14	0	0	0	0	0	0	0	0
ENSMUSG00000004317.14	137	158	149	214	233	105	163	117
ENSMUSG00000004319.15	1527	1111	1419	1683	1374	1031	1748	1111
ENSMUSG00000004328.15	67	26	54	39	18	34	30	46
ENSMUSG00000004341.7	0	0	0	0	0	0	0	0
ENSMUSG00000004344.11	0	0	0	0	0	0	0	0
ENSMUSG00000004347.16	132	12	73	94	84	39	88	63
ENSMUSG00000004356.7	1397	905	1460	1464	1187	890	1619	1480
ENSMUSG00000004359.16	307	156	196	229	199	100	237	130
ENSMUSG00000004360.8	0	0	0	0	0	0	0	0
ENSMUSG00000004364.14	1115	756	825	985	740	627	1062	1139
ENSMUSG00000004366.3	0	0	0	0	0	0	0	0
ENSMUSG00000004371.14	10	6	4	0	1	3	11	11
ENSMUSG00000004383.17	100	68	45	51	131	36	50	110
ENSMUSG00000004393.10	6757	6413	8650	8831	6997	5123	8437	7879
ENSMUSG00000004394.12	6260	5125	6731	7374	4776	3424	6662	5855
ENSMUSG00000004415.15	0	0	0	0	0	0	0	0
ENSMUSG00000004446.12	5047	4889	6282	6531	4486	3316	5677	5221
ENSMUSG00000004451.14	1635	1720	2031	2030	1593	1097	1297	1636
ENSMUSG00000004455.16	4507	3724	3804	1449	481	865	2054	4027
ENSMUSG00000004460.16	5037	4741	6803	7145	4857	4204	4731	5531
ENSMUSG00000004462.6	1180	1022	1354	1727	1438	1116	1300	1485
ENSMUSG00000004473.10	201	311	369	399	361	250	317	458
ENSMUSG00000004500.8	381	256	372	537	476	321	445	453
ENSMUSG00000004508.6	778	526	849	703	764	596	764	810
ENSMUSG00000004530.12	5741	4908	5271	5923	6552	4672	6041	7123
ENSMUSG00000004535.12	24639	18966	23103	24199	18251	13915	23922	25095
ENSMUSG00000004540.7	0	37	9	20	4	0	0	0
ENSMUSG00000004542.15	0	0	0	0	0	0	0	0
ENSMUSG00000004552.16	2039	1363	1844	1713	1532	1206	1933	1991
ENSMUSG00000004558.14	551	610	613	821	840	299	517	401
ENSMUSG00000004561.14	1265	954	1297	1594	1519	885	1535	1461
ENSMUSG00000004562.16	656	470	563	730	1105	768	658	725
ENSMUSG00000004565.15	608	430	828	966	1011	714	657	662
ENSMUSG00000004567.16	1647	1477	2040	1669	1480	1125	1827	1764
ENSMUSG00000004568.12	1089	668	938	1329	1668	1052	1589	1181
ENSMUSG00000004591.16	1724	1448	1535	1298	785	818	1784	2070
ENSMUSG00000004609.11	286	171	248	109	111	123	122	123
ENSMUSG00000004610.4	2709	2345	3182	3137	2569	1769	2965	2958
ENSMUSG00000004612.9	19555	19102	19987	22855	14979	10556	23568	22644
ENSMUSG00000004613.7	0	0	0	0	0	0	0	0
ENSMUSG00000004626.14	9816	8489	10469	11077	10611	6463	10483	10472
ENSMUSG00000004630.18	0	0	1	0	1	2	0	2
ENSMUSG00000004631.15	1155	748	597	739	795	514	1015	974
ENSMUSG00000004633.17	839	707	843	1150	678	635	1173	990
ENSMUSG00000004637.15	1203	864	1110	1276	1104	656	1423	1177
ENSMUSG00000004642.13	13995	11526	11904	14774	11443	9100	15550	14667
ENSMUSG00000004651.6	0	0	0	0	0	0	0	0
ENSMUSG00000004654.6	0	0	0	0	2	0	0	0
ENSMUSG00000004655.5	253	199	499	501	439	430	324	641
ENSMUSG00000004661.15	306	80	112	199	181	159	174	275
ENSMUSG00000004665.10	7908	7161	8478	9145	7475	5996	9238	9517
ENSMUSG00000004667.18	9562	7969	10089	10239	8323	6084	10842	10834
ENSMUSG00000004668.14	24	7	0	37	19	8	20	22
ENSMUSG00000004677.15	1480	892	1569	1504	1572	1240	1944	1626
ENSMUSG00000004698.9	139	167	184	175	284	127	276	70
ENSMUSG00000004707.14	2360	1619	2387	2517	2269	1719	2067	2481
ENSMUSG00000004709.14	1990	1230	1752	2404	1875	1378	2764	1731
ENSMUSG00000004730.14	65	102	137	120	5	53	45	14
ENSMUSG00000004748.5	711	709	820	956	769	550	905	784
ENSMUSG00000004768.14	520	392	345	367	410	154	516	373
ENSMUSG00000004771.12	5289	3764	4295	4838	4021	3261	5377	5012
ENSMUSG00000004788.11	4318	3751	4752	5340	4013	2774	5220	4705
ENSMUSG00000004789.9	2923	1988	2752	2846	2806	1941	2725	2693
ENSMUSG00000004791.6	6	11	0	0	16	0	9	0
ENSMUSG00000004798.14	989	629	683	720	415	435	846	776
ENSMUSG00000004814.10	6	7	11	4	5	5	7	18
ENSMUSG00000004815.12	176	194	253	268	304	200	288	349
ENSMUSG00000004821.1	0	0	0	0	0	0	0	0
ENSMUSG00000004837.2	71	48	47	164	71	28	25	38
ENSMUSG00000004842.18	0	3	1	0	0	0	0	4
ENSMUSG00000004843.6	3709	2367	3098	2915	2688	2508	3967	3435
ENSMUSG00000004846.10	1130	1365	1989	1938	1766	1081	1046	1535
ENSMUSG00000004849.14	5367	4516	5457	5484	5386	3836	5340	5914
ENSMUSG00000004864.12	25	67	101	24	42	24	25	25
ENSMUSG00000004865.15	10553	7521	10235	11047	9221	6816	11084	9376
ENSMUSG00000004872.15	0	0	0	0	0	0	0	0
ENSMUSG00000004880.11	16311	12482	14810	15526	15187	11239	15908	17121
ENSMUSG00000004885.5	0	0	0	0	0	0	0	0
ENSMUSG00000004891.16	10	17	12	0	0	0	18	14
ENSMUSG00000004892.13	0	0	0	0	0	0	0	0
ENSMUSG00000004894.10	0	0	0	0	0	0	0	0
ENSMUSG00000004895.9	1225	1016	983	1061	1453	1119	1287	1481
ENSMUSG00000004896.16	1208	778	1172	1157	907	690	1093	1171
ENSMUSG00000004897.16	8523	7131	7299	6082	4461	3612	6821	9172
ENSMUSG00000004902.7	6	5	6	2	1	0	0	1
ENSMUSG00000004929.12	2002	1912	2318	2472	2285	1663	1364	2134
ENSMUSG00000004931.10	1130	882	1254	1256	1399	896	1309	1122
ENSMUSG00000004933.17	4713	3596	4179	4549	4049	2827	4899	4529
ENSMUSG00000004934.13	1870	1856	1886	2472	1966	1533	2063	2007
ENSMUSG00000004936.8	2459	2061	3465	3343	2556	2234	2585	2994
ENSMUSG00000004937.5	5617	4975	5916	6258	6340	4532	6048	6109
ENSMUSG00000004939.6	0	0	0	0	0	0	0	0
ENSMUSG00000004945.15	4165	3365	3792	4037	3312	2489	4157	4017
ENSMUSG00000004947.15	500	612	758	585	812	373	667	644
ENSMUSG00000004948.12	0	0	0	0	0	0	0	0
ENSMUSG00000004951.10	5	0	23	9	2	24	53	0
ENSMUSG00000004952.13	1111	940	1537	1181	1004	624	1279	1032
ENSMUSG00000004961.7	17	7	15	22	11	13	12	31
ENSMUSG00000004980.16	67129	45933	53893	54522	56743	45559	68933	66430
ENSMUSG00000004988.9	14	0	3	3	4	1	24	8
ENSMUSG00000004994.12	683	685	892	1040	793	478	1089	891
ENSMUSG00000004996.9	3789	3197	4155	4169	3384	2201	3913	3920
ENSMUSG00000005034.15	8389	6351	7429	7113	7179	5132	9378	8357
ENSMUSG00000005043.13	389	388	325	351	677	437	369	360
ENSMUSG00000005045.16	6	4	11	35	0	4	15	4
ENSMUSG00000005054.6	2641	2061	2442	2158	1966	1419	2456	2328
ENSMUSG00000005057.13	790	787	882	559	337	456	615	985
ENSMUSG00000005069.12	2052	1921	2332	2605	2639	1600	2821	2508
ENSMUSG00000005078.16	1442	1635	1726	1934	1355	1174	1922	2023
ENSMUSG00000005087.17	8092	5859	7208	8148	6598	5571	8852	8898
ENSMUSG00000005089.15	0	0	0	0	0	0	0	0
ENSMUSG00000005102.13	1067	988	1003	1253	1128	1036	1338	1247
ENSMUSG00000005103.12	14572	12232	15519	16483	12864	9979	15127	16238
ENSMUSG00000005107.13	465	328	361	435	311	157	746	582
ENSMUSG00000005124.9	0	0	0	2	16	0	4	0
ENSMUSG00000005125.12	5931	4271	5305	5914	5046	3434	7704	7363
ENSMUSG00000005131.3	57	70	55	69	35	57	55	33
ENSMUSG00000005142.9	9052	7797	9119	10416	9794	6281	10786	9758
ENSMUSG00000005148.7	86	7	107	126	44	41	67	90
ENSMUSG00000005150.16	2231	1910	2609	2486	2235	1562	2453	2428
ENSMUSG00000005161.15	14141	12419	13365	14201	12065	8402	16079	15107
ENSMUSG00000005198.15	4631	3674	4313	3918	6112	4203	4505	4988
ENSMUSG00000005202.2	0	0	0	0	0	0	0	0
ENSMUSG00000005204.12	1719	1199	1483	1776	1783	1567	2319	1945
